Level,Region,Division,School_ID ,Province,Modified_ClassOrg_BasedonEnrollment,IndexScore
ES,Region I,San Carlos City,100000,PANGASINAN,Monograde,0.04
ES,Region I,Ilocos Norte,100001,ILOCOS NORTE,Combined Monograde and Multigrade,0.03
ES,Region I,Ilocos Norte,100002,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100003,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100004,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100005,ILOCOS NORTE,Combined Monograde and Multigrade,0.05
ES,Region I,Ilocos Norte,100006,ILOCOS NORTE,Combined Monograde and Multigrade,0.03
ES,Region I,Ilocos Norte,100007,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100008,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100009,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100010,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100011,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100012,ILOCOS NORTE,Combined Monograde and Multigrade,0.04
ES,Region I,Ilocos Norte,100013,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100014,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100015,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100016,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100017,ILOCOS NORTE,Combined Monograde and Multigrade,0.05
ES,Region I,Ilocos Norte,100018,ILOCOS NORTE,Combined Monograde and Multigrade,0.1
ES,Region I,Ilocos Norte,100019,ILOCOS NORTE,Combined Monograde and Multigrade,0.07
ES,Region I,Ilocos Norte,100020,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100021,ILOCOS NORTE,Combined Monograde and Multigrade,0.07
ES,Region I,Ilocos Norte,100022,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100023,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100024,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100025,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100026,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100027,ILOCOS NORTE,Monograde,0.17
ES,Region I,Ilocos Norte,100029,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100030,ILOCOS NORTE,Monograde,0.1
ES,Region I,Ilocos Norte,100031,ILOCOS NORTE,Multigrade,0.14
ES,Region I,Ilocos Norte,100032,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100033,ILOCOS NORTE,Combined Monograde and Multigrade,0.11
ES,Region I,Ilocos Norte,100034,ILOCOS NORTE,Combined Monograde and Multigrade,0.1
ES,Region I,Ilocos Norte,100035,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100036,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100037,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100038,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100039,ILOCOS NORTE,Combined Monograde and Multigrade,0.08
ES,Region I,Ilocos Norte,100040,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100041,ILOCOS NORTE,Combined Monograde and Multigrade,0.12
ES,Region I,Ilocos Norte,100042,ILOCOS NORTE,Monograde,0.14
ES,Region I,Ilocos Norte,100043,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100044,ILOCOS NORTE,Combined Monograde and Multigrade,0.14
ES,Region I,Ilocos Norte,100045,ILOCOS NORTE,Combined Monograde and Multigrade,0.08
ES,Region I,Ilocos Norte,100046,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100047,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100048,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100049,ILOCOS NORTE,Multigrade,0.09
ES,Region I,Ilocos Norte,100050,ILOCOS NORTE,Monograde,0.12
ES,Region I,Ilocos Norte,100051,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100052,ILOCOS NORTE,Combined Monograde and Multigrade,0.08
ES,Region I,Ilocos Norte,100053,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100054,ILOCOS NORTE,Multigrade,0.16
ES,Region I,Ilocos Norte,100055,ILOCOS NORTE,Monograde,0.13
ES,Region I,Ilocos Norte,100056,ILOCOS NORTE,Combined Monograde and Multigrade,0.09
ES,Region I,Ilocos Norte,100057,ILOCOS NORTE,Combined Monograde and Multigrade,0.09
ES,Region I,Ilocos Norte,100058,ILOCOS NORTE,Combined Monograde and Multigrade,0.1
ES,Region I,Ilocos Norte,100059,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100060,ILOCOS NORTE,Combined Monograde and Multigrade,0.12
ES,Region I,Ilocos Norte,100061,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100062,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100063,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100064,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100065,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100066,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100067,ILOCOS NORTE,Combined Monograde and Multigrade,0.08
ES,Region I,Ilocos Norte,100068,ILOCOS NORTE,Monograde,0.1
ES,Region I,Ilocos Norte,100069,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100070,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100071,ILOCOS NORTE,Monograde,0.1
ES,Region I,Ilocos Norte,100072,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100073,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100074,ILOCOS NORTE,Monograde,0.1
ES,Region I,Batac City,100075,ILOCOS NORTE,Monograde,0.02
ES,Region I,Batac City,100076,ILOCOS NORTE,Monograde,0.05
ES,Region I,Batac City,100077,ILOCOS NORTE,Monograde,0.08
ES,Region I,Batac City,100078,ILOCOS NORTE,Monograde,0.02
ES,Region I,Batac City,100079,ILOCOS NORTE,Monograde,0.04
ES,Region I,Batac City,100080,ILOCOS NORTE,Monograde,0.04
ES,Region I,Batac City,100081,ILOCOS NORTE,Monograde,0.07
ES,Region I,Batac City,100082,ILOCOS NORTE,Monograde,0.04
ES,Region I,Batac City,100083,ILOCOS NORTE,Monograde,0.03
ES,Region I,Batac City,100084,ILOCOS NORTE,Monograde,0.03
ES,Region I,Batac City,100085,ILOCOS NORTE,Monograde,0.03
ES,Region I,Batac City,100086,ILOCOS NORTE,Monograde,0.03
ES,Region I,Batac City,100087,ILOCOS NORTE,Monograde,0.02
ES,Region I,Batac City,100088,ILOCOS NORTE,Monograde,0.03
ES,Region I,Batac City,100089,ILOCOS NORTE,Monograde,0.03
ES,Region I,Batac City,100090,ILOCOS NORTE,Monograde,0.03
ES,Region I,Batac City,100091,ILOCOS NORTE,Monograde,0.03
ES,Region I,Batac City,100092,ILOCOS NORTE,Monograde,0.03
ES,Region I,Batac City,100093,ILOCOS NORTE,Combined Monograde and Multigrade,0.06
ES,Region I,Batac City,100094,ILOCOS NORTE,Monograde,0.03
ES,Region I,Batac City,100095,ILOCOS NORTE,Monograde,0.23
ES,Region I,Batac City,100096,ILOCOS NORTE,Monograde,0.02
ES,Region I,Batac City,100097,ILOCOS NORTE,Monograde,0.05
ES,Region I,Batac City,100098,ILOCOS NORTE,Monograde,0.03
ES,Region I,Batac City,100099,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100100,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100101,ILOCOS NORTE,Combined Monograde and Multigrade,0.1
ES,Region I,Ilocos Norte,100102,ILOCOS NORTE,Combined Monograde and Multigrade,0.06
ES,Region I,Ilocos Norte,100103,ILOCOS NORTE,Combined Monograde and Multigrade,0.06
ES,Region I,Ilocos Norte,100104,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100105,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100106,ILOCOS NORTE,Combined Monograde and Multigrade,0.08
ES,Region I,Ilocos Norte,100107,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100108,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100109,ILOCOS NORTE,Combined Monograde and Multigrade,0.07
ES,Region I,Ilocos Norte,100110,ILOCOS NORTE,Combined Monograde and Multigrade,0.07
ES,Region I,Ilocos Norte,100111,ILOCOS NORTE,Multigrade,0.08
ES,Region I,Ilocos Norte,100112,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100113,ILOCOS NORTE,Combined Monograde and Multigrade,0.08
ES,Region I,Ilocos Norte,100114,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100115,ILOCOS NORTE,Multigrade,0.09
ES,Region I,Ilocos Norte,100116,ILOCOS NORTE,Combined Monograde and Multigrade,0.08
ES,Region I,Ilocos Norte,100117,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100118,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100119,ILOCOS NORTE,Monograde,0.11
ES,Region I,Ilocos Norte,100120,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100121,ILOCOS NORTE,Monograde,0.1
ES,Region I,Ilocos Norte,100122,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100123,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100124,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100125,ILOCOS NORTE,Monograde,0.12
ES,Region I,Ilocos Norte,100126,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100127,ILOCOS NORTE,Monograde,0.1
ES,Region I,Ilocos Norte,100128,ILOCOS NORTE,Combined Monograde and Multigrade,0.06
ES,Region I,Ilocos Norte,100129,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100130,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100131,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100132,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100133,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100134,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100135,ILOCOS NORTE,Combined Monograde and Multigrade,0.08
ES,Region I,Ilocos Norte,100136,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100137,ILOCOS NORTE,Combined Monograde and Multigrade,0.08
ES,Region I,Ilocos Norte,100138,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100139,ILOCOS NORTE,Combined Monograde and Multigrade,0.1
ES,Region I,Ilocos Norte,100140,ILOCOS NORTE,Multigrade,0.22
ES,Region I,Ilocos Norte,100141,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100142,ILOCOS NORTE,Monograde,0.12
ES,Region I,Ilocos Norte,100143,ILOCOS NORTE,Monograde,0.13
ES,Region I,Ilocos Norte,100144,ILOCOS NORTE,Monograde,0.11
ES,Region I,Ilocos Norte,100145,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100146,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100147,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100148,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100149,ILOCOS NORTE,Monograde,0.11
ES,Region I,Ilocos Norte,100150,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100151,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100152,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100153,ILOCOS NORTE,Monograde,0.15
ES,Region I,Ilocos Norte,100154,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100155,ILOCOS NORTE,Monograde,0.1
ES,Region I,Ilocos Norte,100156,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100157,ILOCOS NORTE,Monograde,0.13
ES,Region I,Ilocos Norte,100158,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100160,ILOCOS NORTE,Monograde,0.18
ES,Region I,Ilocos Norte,100161,ILOCOS NORTE,Combined Monograde and Multigrade,0.11
ES,Region I,Ilocos Norte,100162,ILOCOS NORTE,Monograde,0.1
ES,Region I,Ilocos Norte,100163,ILOCOS NORTE,Combined Monograde and Multigrade,0.34
ES,Region I,Ilocos Norte,100164,ILOCOS NORTE,Monograde,0.13
ES,Region I,Ilocos Norte,100165,ILOCOS NORTE,Combined Monograde and Multigrade,0.13
ES,Region I,Ilocos Norte,100166,ILOCOS NORTE,Monograde,0.11
ES,Region I,Ilocos Norte,100167,ILOCOS NORTE,Monograde,0.11
ES,Region I,Ilocos Norte,100168,ILOCOS NORTE,Monograde,0.11
ES,Region I,Ilocos Norte,100169,ILOCOS NORTE,Monograde,0.1
ES,Region I,Ilocos Norte,100170,ILOCOS NORTE,Combined Monograde and Multigrade,0.13
ES,Region I,Ilocos Norte,100171,ILOCOS NORTE,Monograde,0.1
ES,Region I,Ilocos Norte,100172,ILOCOS NORTE,Monograde,0.11
ES,Region I,Ilocos Norte,100173,ILOCOS NORTE,Monograde,0.11
ES,Region I,Ilocos Norte,100174,ILOCOS NORTE,Monograde,0.14
ES,Region I,Ilocos Norte,100175,ILOCOS NORTE,Monograde,0.1
ES,Region I,Ilocos Norte,100176,ILOCOS NORTE,Monograde,0.15
ES,Region I,Ilocos Norte,100177,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100179,ILOCOS NORTE,Combined Monograde and Multigrade,0.1
ES,Region I,Ilocos Norte,100180,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100181,ILOCOS NORTE,Monograde,0.05
ES,Region V,Legaspi City,100182,ALBAY,Monograde,0.14
ES,Region I,Ilocos Norte,100183,ILOCOS NORTE,Combined Monograde and Multigrade,0.07
ES,Region I,Ilocos Norte,100184,ILOCOS NORTE,Combined Monograde and Multigrade,0.07
ES,Region I,Ilocos Norte,100185,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100186,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100187,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100188,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100189,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100190,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100191,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100192,ILOCOS NORTE,Combined Monograde and Multigrade,0.08
ES,Region I,Ilocos Norte,100193,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100194,ILOCOS NORTE,Combined Monograde and Multigrade,0.04
ES,Region I,Ilocos Norte,100195,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100196,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100197,ILOCOS NORTE,Combined Monograde and Multigrade,0.12
ES,Region I,Ilocos Norte,100198,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100199,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100200,ILOCOS NORTE,Combined Monograde and Multigrade,0.09
ES,Region I,Ilocos Norte,100201,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100202,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100203,ILOCOS NORTE,Combined Monograde and Multigrade,0.09
ES,Region I,Ilocos Norte,100204,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100205,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100206,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100207,ILOCOS NORTE,Combined Monograde and Multigrade,0.14
ES,Region I,Ilocos Norte,100208,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100209,ILOCOS NORTE,Combined Monograde and Multigrade,0.06
ES,Region I,Ilocos Norte,100210,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100211,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100212,ILOCOS NORTE,Combined Monograde and Multigrade,0.06
ES,Region I,Ilocos Norte,100213,ILOCOS NORTE,Combined Monograde and Multigrade,0.06
ES,Region I,Ilocos Norte,100214,ILOCOS NORTE,Multigrade,0.07
ES,Region I,Ilocos Norte,100215,ILOCOS NORTE,Combined Monograde and Multigrade,0.14
ES,Region I,Ilocos Norte,100216,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100217,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100218,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100219,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100220,ILOCOS NORTE,Monograde,0.13
ES,Region I,Ilocos Norte,100221,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100222,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100223,ILOCOS NORTE,Combined Monograde and Multigrade,0.1
ES,Region I,Ilocos Norte,100224,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100225,ILOCOS NORTE,Combined Monograde and Multigrade,0.06
ES,Region I,Ilocos Norte,100226,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100227,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100228,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100229,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100230,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100231,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100232,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100233,ILOCOS NORTE,Combined Monograde and Multigrade,0.1
ES,Region I,Ilocos Norte,100234,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100235,ILOCOS NORTE,Combined Monograde and Multigrade,0.12
ES,Region I,Ilocos Norte,100236,ILOCOS NORTE,Combined Monograde and Multigrade,0.11
ES,Region I,Ilocos Norte,100237,ILOCOS NORTE,Combined Monograde and Multigrade,0.11
ES,Region I,Ilocos Norte,100238,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100239,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100240,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100241,ILOCOS NORTE,Monograde,0.1
ES,Region I,Ilocos Norte,100242,ILOCOS NORTE,Multigrade,0.08
ES,Region I,Ilocos Norte,100243,ILOCOS NORTE,Combined Monograde and Multigrade,0.12
ES,Region I,Ilocos Norte,100244,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100245,ILOCOS NORTE,Monograde,0.11
ES,Region I,Ilocos Norte,100246,ILOCOS NORTE,Monograde,0.15
ES,Region I,Ilocos Norte,100247,ILOCOS NORTE,Combined Monograde and Multigrade,0.08
ES,Region I,Ilocos Norte,100249,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100250,ILOCOS NORTE,Monograde,0.1
ES,Region I,Ilocos Norte,100251,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100252,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100253,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100254,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100255,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100256,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100257,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100258,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100259,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100260,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100261,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100262,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100263,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100265,ILOCOS NORTE,Combined Monograde and Multigrade,0.04
ES,Region I,Ilocos Norte,100266,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100267,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100268,ILOCOS NORTE,Monograde,0.03
ES,Region I,Ilocos Norte,100269,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100270,ILOCOS NORTE,Multigrade,0.05
ES,Region I,Ilocos Norte,100271,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100272,ILOCOS NORTE,Monograde,0.14
ES,Region I,Ilocos Norte,100273,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100274,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100275,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100276,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100277,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100278,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100279,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100280,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100281,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100282,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100283,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100284,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100285,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100286,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100287,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100288,ILOCOS NORTE,Monograde,0.09
ES,Region I,Ilocos Norte,100289,ILOCOS NORTE,Multigrade,0.08
ES,Region I,Ilocos Norte,100291,ILOCOS NORTE,Combined Monograde and Multigrade,0.08
ES,Region I,Ilocos Norte,100292,ILOCOS NORTE,Multigrade,0.16
ES,Region I,Ilocos Norte,100293,ILOCOS NORTE,Combined Monograde and Multigrade,0.07
ES,Region I,Ilocos Norte,100294,ILOCOS NORTE,Combined Monograde and Multigrade,0.14
ES,Region I,Ilocos Norte,100295,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100296,ILOCOS NORTE,Multigrade,0.08
ES,Region I,Ilocos Norte,100297,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100298,ILOCOS NORTE,Multigrade,0.14
ES,Region I,Ilocos Norte,100299,ILOCOS NORTE,Combined Monograde and Multigrade,0.04
ES,Region I,Ilocos Norte,100300,ILOCOS NORTE,Combined Monograde and Multigrade,0.13
ES,Region I,Ilocos Norte,100301,ILOCOS NORTE,Monograde,0.08
ES,Region XII,South Cotabato,100302,SOUTH COTABATO,Combined Monograde and Multigrade,0.37
ES,Region I,Ilocos Norte,100303,ILOCOS NORTE,Combined Monograde and Multigrade,0.09
ES,Region I,Ilocos Norte,100304,ILOCOS NORTE,Combined Monograde and Multigrade,0.11
ES,Region I,Ilocos Norte,100305,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100306,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100307,ILOCOS NORTE,Monograde,0.04
ES,Region I,Ilocos Norte,100308,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100309,ILOCOS NORTE,Multigrade,0.11
ES,Region I,Ilocos Norte,100310,ILOCOS NORTE,Monograde,0.06
ES,Region I,Ilocos Norte,100311,ILOCOS NORTE,Combined Monograde and Multigrade,0.14
ES,Region I,Ilocos Norte,100313,ILOCOS NORTE,Combined Monograde and Multigrade,0.13
ES,Region I,Ilocos Norte,100314,ILOCOS NORTE,Combined Monograde and Multigrade,0.1
ES,Region I,Ilocos Norte,100315,ILOCOS NORTE,Monograde,0.05
ES,Region I,Ilocos Norte,100316,ILOCOS NORTE,Combined Monograde and Multigrade,0.09
ES,Region I,Ilocos Norte,100317,ILOCOS NORTE,Combined Monograde and Multigrade,0.09
ES,Region I,Ilocos Norte,100318,ILOCOS NORTE,Combined Monograde and Multigrade,0.11
ES,Region I,Ilocos Norte,100319,ILOCOS NORTE,Monograde,0.07
ES,Region I,Ilocos Norte,100320,ILOCOS NORTE,Combined Monograde and Multigrade,0.05
ES,Region XII,South Cotabato,100321,SOUTH COTABATO,Monograde,0.44
ES,Region I,Ilocos Norte,100322,ILOCOS NORTE,Monograde,0.08
ES,Region I,Ilocos Norte,100323,ILOCOS NORTE,Multigrade,0.12
ES,Region I,Ilocos Norte,100324,ILOCOS NORTE,Monograde,0.13
ES,Region I,Ilocos Sur,100325,ILOCOS SUR,Combined Monograde and Multigrade,0.22
ES,Region I,Ilocos Sur,100326,ILOCOS SUR,Monograde,0.16
ES,Region I,Ilocos Sur,100327,ILOCOS SUR,Monograde,0.22
ES,Region I,Ilocos Sur,100328,ILOCOS SUR,Monograde,0.23
ES,Region I,Ilocos Sur,100329,ILOCOS SUR,Combined Monograde and Multigrade,0.22
ES,Region I,Ilocos Sur,100330,ILOCOS SUR,Combined Monograde and Multigrade,0.25
ES,Region I,Ilocos Sur,100331,ILOCOS SUR,Multigrade,0.3
ES,Region I,Ilocos Sur,100332,ILOCOS SUR,Monograde,0.25
ES,Region I,Ilocos Sur,100333,ILOCOS SUR,Multigrade,0.29
ES,Region I,Ilocos Sur,100334,ILOCOS SUR,Combined Monograde and Multigrade,0.23
ES,Region I,Ilocos Sur,100335,ILOCOS SUR,Monograde,0.25
ES,Region I,Ilocos Sur,100336,ILOCOS SUR,Combined Monograde and Multigrade,0.16
ES,Region I,Ilocos Sur,100337,ILOCOS SUR,Combined Monograde and Multigrade,0.34
ES,Region I,Ilocos Sur,100338,ILOCOS SUR,Multigrade,0.22
ES,Region I,Ilocos Sur,100339,ILOCOS SUR,Monograde,0.23
ES,Region I,Ilocos Sur,100340,ILOCOS SUR,Combined Monograde and Multigrade,0.53
ES,Region I,Ilocos Sur,100341,ILOCOS SUR,Multigrade,0.41
ES,Region I,Ilocos Sur,100342,ILOCOS SUR,Monograde,0.22
ES,Region I,Ilocos Sur,100343,ILOCOS SUR,Monograde,0.19
ES,Region I,Ilocos Sur,100344,ILOCOS SUR,Monograde,0.21
ES,Region I,Ilocos Sur,100345,ILOCOS SUR,Multigrade,0.3
ES,Region I,Ilocos Sur,100346,ILOCOS SUR,Monograde,0.1
ES,Region I,Ilocos Sur,100347,ILOCOS SUR,Monograde,0.13
ES,Region I,Ilocos Sur,100348,ILOCOS SUR,Monograde,0.14
